customer_id,gender,tenure_months,contract_type,payment_method,monthly_charges,internet_service_type,is_paperless_billing,is_churn,is_senior_citizen,has_partner,has_dependents,has_phone_service,has_multiple_lines,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,total_charges,Prediccion_Churn,Probabilidad_Fuga
1032-MAELW,Female,68,One year,Electronic check,78.45,DSL,true,false,false,true,true,true,true,true,true,true,true,false,true,5333.35,0,37.85
9081-WWXKP,Female,47,Two year,Credit card (automatic),20.25,No,false,false,false,true,true,true,false,false,false,false,false,false,false,873.4,0,20.66
9600-UDOPK,Male,30,Month-to-month,Credit card (automatic),94.05,Fiber optic,true,true,false,true,false,true,true,false,false,false,false,true,true,2866.45,1,57.25
7730-CLDSV,Female,72,Two year,Bank transfer (automatic),98.65,Fiber optic,true,false,false,true,true,true,true,false,true,true,true,false,true,7129.45,0,25.5
9297-EONCV,Female,72,Two year,Bank transfer (automatic),91.35,DSL,true,false,false,false,false,true,true,true,true,true,true,true,true,6697.2,0,21.01
4837-QUSFT,Female,65,One year,Bank transfer (automatic),100.15,Fiber optic,true,false,false,true,false,true,true,true,true,false,true,true,false,6643.5,0,33.04
2011-TRQYE,Male,18,Month-to-month,Credit card (automatic),33.5,DSL,true,true,false,false,false,false,false,false,true,true,false,false,false,600,0,46.62
1697-LYYYX,Female,61,One year,Credit card (automatic),19.1,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1143.8,0,27.28
4749-VFKVB,Female,1,Month-to-month,Mailed check,50.1,DSL,true,true,false,false,false,true,true,false,false,false,false,false,false,50.1,1,61.4
0431-APWVY,Female,28,One year,Bank transfer (automatic),90.1,Fiber optic,true,true,false,true,true,true,false,false,false,false,false,true,true,2598.95,0,45.76
9506-UXUSK,Male,13,Month-to-month,Electronic check,70.15,Fiber optic,true,false,false,false,false,true,false,false,false,false,false,false,false,931.75,1,65.9
3259-QMXUN,Male,58,Two year,Electronic check,86.1,DSL,true,false,false,true,false,true,true,true,true,true,false,true,true,4890.5,0,24.48
4831-EOBFE,Male,29,Month-to-month,Credit card (automatic),94.65,Fiber optic,false,true,false,true,true,true,false,true,false,false,false,true,true,2649.15,1,57.09
4884-LEVMQ,Male,39,Two year,Bank transfer (automatic),20.45,No,true,false,false,true,false,true,false,false,false,false,false,false,false,790,0,20.66
2454-RPBRZ,Female,12,Month-to-month,Electronic check,98.1,Fiber optic,true,true,true,true,false,true,true,false,true,true,false,true,false,1060.2,1,65.9
8922-NPKBJ,Male,42,Two year,Mailed check,19.35,No,false,false,false,true,true,true,false,false,false,false,false,false,false,867.3,0,20.66
7244-KXYZN,Female,24,One year,Credit card (automatic),20.45,No,false,false,false,false,false,true,false,false,false,false,false,false,false,527.35,0,27.28
2672-HUYVI,Female,6,Month-to-month,Electronic check,91.1,Fiber optic,true,true,false,false,false,true,false,false,false,false,false,true,true,455.3,1,68.85
1732-VHUBQ,Female,47,Month-to-month,Bank transfer (automatic),70.55,Fiber optic,false,true,true,true,true,true,false,false,false,false,false,false,false,3309.25,1,57.25
9453-PATOS,Female,72,Two year,Mailed check,85.1,DSL,false,false,false,true,false,true,false,true,true,true,true,true,true,6155.4,0,21.01
1930-QPBVZ,Male,68,Two year,Bank transfer (automatic),95.1,Fiber optic,false,false,false,true,true,true,false,true,true,false,true,false,true,6683.4,0,37.18
5311-IHLEI,Male,12,Month-to-month,Bank transfer (automatic),50.95,DSL,true,false,false,false,false,false,false,true,true,false,true,true,false,605.75,1,51.43
1163-VIPRI,Female,65,Two year,Electronic check,109.3,Fiber optic,false,false,false,true,true,true,true,true,false,true,true,true,true,7337.55,0,38.45
4830-FAXFM,Male,19,Month-to-month,Credit card (automatic),24.1,No,true,false,false,false,true,true,true,false,false,false,false,false,false,439.2,0,41.16
5266-PFRQK,Male,52,One year,Credit card (automatic),20.85,No,true,false,false,true,true,true,false,false,false,false,false,false,false,1071.6,0,27.28
6022-UGGSO,Female,32,Month-to-month,Electronic check,74.4,Fiber optic,true,true,true,false,false,true,false,false,true,false,false,false,false,2276.95,1,61.94
8896-BQTTI,Male,1,Month-to-month,Mailed check,25,No,true,false,false,false,false,true,true,false,false,false,false,false,false,25,1,57.11
1498-NHTLT,Male,59,Two year,Electronic check,86.75,DSL,true,false,false,true,true,true,false,true,true,true,true,true,true,5186,0,24.48
4832-VRBMR,Male,65,One year,Bank transfer (automatic),103.15,Fiber optic,true,false,true,true,false,true,true,false,true,true,false,true,true,6792.45,0,43.69
7707-PYBBH,Male,40,Month-to-month,Mailed check,61.9,DSL,true,false,false,false,false,true,false,true,true,false,true,false,false,2647.1,0,41.6
1763-WQFUK,Male,3,Month-to-month,Mailed check,50.5,DSL,true,false,false,false,false,true,false,false,false,false,true,false,false,147.75,1,60.2
5453-YBTWV,Male,70,Two year,Credit card (automatic),101.1,Fiber optic,true,false,false,true,true,true,false,true,true,true,true,true,false,6994.8,0,35.04
5003-XZWWO,Male,71,Two year,Credit card (automatic),84.2,DSL,false,false,false,true,false,true,true,false,true,true,true,true,true,5956.85,0,21.01
6296-DDOOR,Female,19,One year,Electronic check,58.2,DSL,false,false,false,false,false,true,false,false,true,false,false,true,false,1045.25,0,30.98
5242-UOWHD,Male,45,Two year,Mailed check,20.35,No,false,false,false,true,true,true,false,false,false,false,false,false,false,929.2,0,20.66
1013-QCWAM,Female,66,Month-to-month,Electronic check,100.8,Fiber optic,true,false,true,true,false,true,true,false,true,false,false,true,true,6690.75,1,59.95
7322-OCWHC,Male,72,Two year,Bank transfer (automatic),93.05,Fiber optic,true,false,true,true,false,true,true,true,true,true,true,false,false,6735.05,0,26.66
2054-PJOCK,Female,60,One year,Credit card (automatic),80.55,DSL,false,false,false,false,false,true,true,false,false,true,true,true,true,4847.05,0,37.44
4307-KTUMW,Male,53,Month-to-month,Electronic check,93.9,Fiber optic,false,true,false,true,false,true,true,true,false,true,false,false,true,5029.2,1,59.23
7579-KKLOE,Male,71,Two year,Mailed check,91.25,DSL,true,false,false,true,true,true,true,true,true,true,true,true,true,6589.6,0,21.01
2266-SJNAT,Female,72,One year,Credit card (automatic),109.15,Fiber optic,false,false,false,true,false,true,true,false,true,true,true,true,true,7789.6,0,43.69
2573-GYRUU,Male,48,Month-to-month,Credit card (automatic),91.05,Fiber optic,true,false,true,true,false,true,true,false,false,true,false,false,true,4370.75,1,57.25
9822-OAOVB,Female,1,Month-to-month,Electronic check,55.45,DSL,true,false,false,false,false,true,false,false,false,false,false,false,true,55.45,1,61.74
3893-JRNFS,Male,68,Month-to-month,Bank transfer (automatic),39.9,DSL,true,false,false,false,false,false,false,false,false,true,false,false,true,2796.35,0,41.6
1133-KXCGE,Female,18,One year,Mailed check,20.1,No,false,false,false,false,false,true,false,false,false,false,false,false,false,407.05,0,27.44
1821-BUCWY,Male,30,Two year,Mailed check,55.65,DSL,true,false,false,false,false,true,false,true,false,true,false,false,false,1653.85,0,21.01
9492-TOKRI,Female,18,Month-to-month,Credit card (automatic),90,Fiber optic,true,true,false,false,false,true,true,false,true,false,false,true,false,1527.35,1,60.32
1197-BVMVG,Female,4,Month-to-month,Electronic check,74.45,Fiber optic,true,false,true,false,false,true,true,false,false,false,false,false,false,294.45,1,69.84
7717-BICXI,Male,60,Two year,Mailed check,20.55,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1205.05,0,20.66
8622-ZLFKO,Female,6,Month-to-month,Electronic check,90.75,Fiber optic,true,false,false,true,false,true,true,false,true,false,false,false,true,512.25,1,68.85
5186-SAMNZ,Male,1,Month-to-month,Bank transfer (automatic),69.5,Fiber optic,true,true,true,false,false,true,false,false,false,false,false,false,false,69.5,1,70.69
4826-DXMUP,Male,35,One year,Mailed check,72.1,DSL,true,false,false,false,true,true,false,false,false,false,true,true,true,2495.15,0,37.44
0952-KMEEH,Male,13,Month-to-month,Mailed check,98.15,Fiber optic,false,true,false,false,false,true,true,true,false,false,false,true,true,1230.25,1,64.37
7285-KLOTR,Female,12,One year,Electronic check,78.85,DSL,false,false,false,true,false,true,true,true,false,true,false,true,true,876.75,0,47.84
7175-NTIXE,Female,25,Month-to-month,Credit card (automatic),76.15,DSL,true,false,false,false,false,true,false,true,false,false,true,true,true,1992.95,0,41.6
8178-EYZUO,Male,46,Month-to-month,Electronic check,93.7,Fiber optic,true,true,false,false,false,true,true,true,true,false,false,false,true,4154.8,1,61.06
1074-AMIOH,Female,53,Month-to-month,Bank transfer (automatic),108.25,Fiber optic,true,false,false,true,true,true,false,false,true,true,true,true,true,5935.1,1,55.37
0354-WYROK,Female,31,Month-to-month,Electronic check,98.9,Fiber optic,true,true,true,true,true,true,false,false,false,true,true,true,true,2911.3,1,61.94
6384-VMJHP,Female,72,Two year,Credit card (automatic),73,DSL,true,false,false,false,false,true,false,true,true,true,true,false,true,5265.2,0,21.01
2262-SLNVK,Female,1,Month-to-month,Electronic check,70.1,Fiber optic,false,false,false,false,false,true,false,false,false,false,false,false,false,70.1,1,70.99
9018-PCIOK,Female,55,Two year,Mailed check,64.75,DSL,true,false,false,false,false,true,false,false,true,true,false,false,true,3617.1,0,21.01
7473-ZBDSN,Female,14,Two year,Mailed check,18.8,No,false,false,false,true,true,true,false,false,false,false,false,false,false,255.55,0,22.12
5639-NTUPK,Male,13,Month-to-month,Credit card (automatic),52.1,DSL,true,false,false,false,true,true,false,true,false,false,false,false,false,670.65,1,51.43
6849-WLEYG,Male,1,Month-to-month,Mailed check,19.75,No,false,true,false,false,true,true,false,false,false,false,false,false,false,19.75,1,55.56
5440-VHLUL,Male,69,One year,Bank transfer (automatic),105.2,Fiber optic,true,false,false,false,false,true,true,false,true,false,true,true,true,7386.05,0,43.69
5213-TWWJU,Male,28,Month-to-month,Electronic check,91,Fiber optic,false,false,false,false,false,true,false,false,false,true,true,false,true,2626.15,1,62.24
7883-ROJOC,Female,19,Month-to-month,Mailed check,44.9,DSL,false,false,false,true,false,true,false,false,false,false,false,false,false,839.65,0,43.99
4236-UJPWO,Female,2,Month-to-month,Electronic check,24.5,DSL,false,false,false,false,false,false,false,false,false,false,false,false,false,46.4,1,61.74
1724-BQUHA,Male,5,Month-to-month,Electronic check,89.5,Fiber optic,true,true,true,false,false,true,false,false,false,false,false,true,true,477.7,1,69.59
3470-OBUET,Female,67,Two year,Credit card (automatic),74,DSL,false,false,false,true,true,true,true,true,true,false,true,true,false,4868.4,0,21.01
2691-NZETQ,Male,9,Month-to-month,Electronic check,85.35,Fiber optic,true,true,false,false,false,true,true,false,false,false,false,true,false,758.6,1,67.41
7037-MTYVW,Male,38,Two year,Bank transfer (automatic),85.4,DSL,true,false,false,true,true,true,true,true,false,true,true,true,true,3297,0,21.01
6023-YEBUP,Male,3,Month-to-month,Electronic check,100.95,Fiber optic,true,true,false,false,false,true,true,false,false,true,false,true,true,329.95,1,69.84
0536-ACXIP,Female,72,Two year,Electronic check,109.55,Fiber optic,true,false,false,true,false,true,true,true,true,true,false,true,true,8165.1,0,27.9
0936-NQLJU,Female,41,Two year,Credit card (automatic),20.65,No,false,false,false,true,false,true,false,false,false,false,false,false,false,875.55,0,20.66
6985-HAYWX,Female,26,Month-to-month,Bank transfer (automatic),79.3,Fiber optic,false,false,false,true,false,true,true,false,true,false,false,false,false,2015.8,1,57.25
6838-HVLXG,Female,12,Month-to-month,Mailed check,20.3,No,false,false,false,false,false,true,false,false,false,false,false,false,false,246.7,0,41.25
0310-MVLET,Female,61,Month-to-month,Electronic check,99.15,Fiber optic,true,true,false,true,true,true,true,false,true,false,false,true,true,6010.05,1,59.95
9830-ECLEN,Male,58,One year,Mailed check,50,DSL,false,false,false,true,true,false,false,true,true,true,false,true,false,2919.85,0,27.7
9619-GSATL,Female,43,One year,Electronic check,55.45,DSL,false,false,false,false,false,true,false,false,true,false,true,false,false,2444.25,0,28.67
0674-DGMAQ,Male,32,Month-to-month,Electronic check,93.5,Fiber optic,true,false,true,true,false,true,true,false,true,true,false,false,true,2970.8,1,61.94
2181-TIDSV,Male,68,Two year,Bank transfer (automatic),19.95,No,true,false,false,true,true,true,false,false,false,false,false,false,false,1303.25,0,20.66
3489-VSFRD,Female,56,One year,Credit card (automatic),60.25,DSL,true,false,false,false,false,true,false,true,false,true,true,false,false,3282.75,0,27.7
3308-MHOOC,Male,1,Month-to-month,Mailed check,19.2,No,true,false,false,false,true,true,false,false,false,false,false,false,false,19.2,1,55.56
4568-TTZRT,Male,9,Month-to-month,Mailed check,20.4,No,false,false,false,false,false,true,false,false,false,false,false,false,false,181.8,0,42.36
7328-OWMOM,Female,31,One year,Credit card (automatic),20.1,No,false,false,false,false,true,true,false,false,false,false,false,false,false,589.25,0,27.28
0181-RITDD,Male,62,Two year,Mailed check,108.15,Fiber optic,false,false,false,true,true,true,false,true,true,true,true,true,true,6825.65,0,35.04
4452-ROHMO,Female,15,Two year,Mailed check,19.6,No,false,false,false,false,false,true,false,false,false,false,false,false,false,331.6,0,22.12
3753-TSEMP,Female,15,Month-to-month,Electronic check,88.15,Fiber optic,false,true,false,true,false,true,false,false,false,false,false,true,true,1390.6,1,65.9
2550-QHZGP,Male,7,One year,Mailed check,19.5,No,false,false,false,false,false,true,false,false,false,false,false,false,false,128.6,0,27.91
2251-PYLPB,Male,72,Two year,Credit card (automatic),79.55,DSL,false,false,false,true,false,true,true,true,true,true,true,false,true,5810.9,0,21.01
7206-PQBBZ,Male,11,Month-to-month,Electronic check,70.2,Fiber optic,true,false,true,true,false,true,false,false,false,false,false,false,false,834.7,1,65.9
4547-FZJWE,Male,55,One year,Credit card (automatic),59.45,DSL,false,false,false,true,true,true,false,true,false,false,false,false,true,3157,0,37.44
3521-HTQTV,Male,34,Two year,Bank transfer (automatic),26.1,No,false,false,false,false,false,true,true,false,false,false,false,false,false,980.35,0,20.66
5858-EAFCZ,Male,1,Month-to-month,Mailed check,44.45,DSL,false,false,false,false,false,true,false,false,false,false,false,false,false,44.45,1,61.4
9787-XVQIU,Male,1,Month-to-month,Electronic check,75.3,Fiber optic,true,true,false,false,false,true,true,false,false,false,false,false,false,75.3,1,70.99
8612-GXIDD,Male,12,Two year,Bank transfer (automatic),25.4,No,true,false,false,true,true,true,true,false,false,false,false,false,false,313,0,22.12
2014-MKGMH,Female,46,One year,Electronic check,101.1,Fiber optic,true,false,false,false,false,true,true,false,false,true,false,true,true,4674.4,1,50.63
2560-WBWXF,Male,68,Two year,Bank transfer (automatic),24.15,No,true,false,false,false,false,true,true,false,false,false,false,false,false,1498.85,0,20.66
1784-EZDKJ,Male,51,One year,Bank transfer (automatic),106.8,Fiber optic,true,false,false,true,false,true,true,false,true,true,false,true,true,5498.8,0,43.87
6635-CPNUN,Male,28,Month-to-month,Credit card (automatic),96.6,Fiber optic,false,false,false,true,false,true,true,false,true,true,false,true,false,2684.35,1,57.25
5039-LZRQT,Female,13,One year,Mailed check,20.2,No,false,false,false,false,false,true,false,false,false,false,false,false,false,273.25,0,27.42
7375-WMVMT,Male,71,Two year,Credit card (automatic),95.5,Fiber optic,true,false,true,true,false,true,false,false,true,true,true,false,true,6707.15,0,37.33
6131-IUNXN,Female,19,Month-to-month,Mailed check,20.2,No,false,false,false,true,true,true,false,false,false,false,false,false,false,382.2,0,41.16
8378-LKJAF,Male,38,Month-to-month,Credit card (automatic),101.15,Fiber optic,true,false,false,true,true,true,true,false,false,true,false,true,true,3956.7,1,57.25
2528-HFYZX,Male,17,Month-to-month,Electronic check,76.45,Fiber optic,true,true,true,true,false,true,false,false,true,false,false,false,false,1233.4,1,63.59
3496-LFSZU,Male,4,Month-to-month,Electronic check,70.5,Fiber optic,false,false,false,true,false,true,false,false,false,false,false,false,false,294.2,1,69.84
6204-IEUXJ,Female,3,Month-to-month,Credit card (automatic),80.1,Fiber optic,false,true,false,false,false,true,false,false,false,true,true,false,false,217.55,1,69.53
7245-NIIWQ,Female,3,Month-to-month,Electronic check,69.85,Fiber optic,true,false,false,false,false,true,false,false,false,false,false,false,false,199.85,1,69.84
7064-JHXCE,Male,62,Two year,Credit card (automatic),20.05,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1263.9,0,20.66
1226-JZNKR,Female,8,One year,Electronic check,19.8,No,false,false,false,true,true,true,false,false,false,false,false,false,false,160.05,0,29.15
2205-YMZZJ,Male,7,Month-to-month,Electronic check,84.8,Fiber optic,true,true,true,false,false,true,true,false,false,false,false,true,false,546.95,1,67.41
4716-MRVEN,Female,29,One year,Mailed check,20,No,false,false,false,false,false,true,false,false,false,false,false,false,false,599.3,0,27.28
7878-JGDKK,Male,4,Month-to-month,Mailed check,44.55,DSL,false,false,false,false,false,true,false,false,false,false,false,false,false,220.75,1,60.2
1596-BBVTG,Male,35,Month-to-month,Credit card (automatic),75.35,Fiber optic,false,true,false,false,false,true,true,false,false,false,false,false,false,2636.05,1,57.25
8670-ERCJH,Male,72,Two year,Bank transfer (automatic),113.4,Fiber optic,false,false,false,false,false,true,true,true,true,true,true,true,true,8164.1,0,25.05
6463-MVYRY,Female,57,Two year,Bank transfer (automatic),69.85,DSL,false,false,true,false,false,true,false,true,false,true,true,true,false,4003,0,24.44
1550-EENBN,Female,31,Month-to-month,Electronic check,104.35,Fiber optic,false,false,false,false,false,true,true,true,true,false,false,true,true,3205.6,1,61.06
3336-JORSO,Female,33,Month-to-month,Electronic check,110.45,Fiber optic,true,true,true,false,false,true,true,false,true,true,true,true,true,3655.45,1,61.94
5609-IMCGG,Female,15,Month-to-month,Credit card (automatic),84.35,Fiber optic,true,false,false,false,false,true,true,true,false,true,false,false,false,1302.65,1,64.37
2608-BHKFN,Female,4,Month-to-month,Credit card (automatic),70.05,Fiber optic,true,true,false,false,false,true,false,false,false,false,false,false,false,266.9,1,69.53
7341-LXCAF,Male,4,Month-to-month,Electronic check,74.65,Fiber optic,true,true,false,true,false,true,true,false,false,false,false,false,false,301.4,1,69.84
9392-XBGTD,Male,27,Two year,Mailed check,20.6,No,false,false,false,false,true,true,false,false,false,false,false,false,false,581.85,0,20.66
4455-BFSPD,Female,61,One year,Bank transfer (automatic),101.15,Fiber optic,false,false,false,true,false,true,true,false,false,false,true,true,true,6383.9,0,43.69
0815-MFZGM,Female,42,Two year,Credit card (automatic),99,Fiber optic,true,false,false,true,false,true,false,false,false,true,true,true,true,4135,0,37.12
3572-UOLYZ,Female,46,Month-to-month,Bank transfer (automatic),84.8,Fiber optic,true,false,false,false,true,true,true,false,false,true,true,false,false,3958.85,1,57.25
0772-GYEQQ,Male,3,Month-to-month,Mailed check,88.35,Fiber optic,true,true,false,false,false,true,false,false,false,true,true,true,false,262.05,1,69.53
9743-DQKQW,Male,3,Month-to-month,Electronic check,25.1,DSL,false,false,false,false,false,false,false,false,false,false,false,false,false,79.8,1,61.74
1400-WIVLL,Male,57,Two year,Electronic check,107.95,Fiber optic,false,false,false,true,false,true,true,false,false,true,true,true,true,5969.85,0,38.61
5248-RPYWW,Female,72,Two year,Bank transfer (automatic),90.15,DSL,true,false,true,true,true,true,true,true,true,true,true,true,true,6716.45,0,24.44
7765-LWVVH,Female,72,Two year,Electronic check,95.1,Fiber optic,true,false,false,true,true,true,true,true,true,false,false,true,false,6843.15,0,30.17
1658-TJVOA,Female,6,Month-to-month,Electronic check,74.1,Fiber optic,true,false,true,false,false,true,false,true,false,false,false,false,false,450.9,1,68.05
6203-HBZPA,Male,52,Two year,Credit card (automatic),63.9,DSL,false,false,false,false,false,false,false,true,true,true,true,true,true,3334.95,0,21.01
0564-JJHGS,Male,9,Month-to-month,Electronic check,95.5,Fiber optic,true,true,false,false,false,true,true,false,false,false,false,true,true,829.1,1,67.41
5294-IMHHT,Male,53,One year,Bank transfer (automatic),97.75,Fiber optic,false,false,false,true,false,true,true,false,true,false,true,false,true,5043.2,0,43.87
7410-YTJIK,Female,7,Month-to-month,Mailed check,75.45,Fiber optic,false,true,false,false,false,true,true,false,false,false,false,false,false,480.75,1,66.06
2815-CPTUL,Male,5,Month-to-month,Mailed check,70.25,Fiber optic,true,true,true,false,false,true,false,false,false,false,false,false,false,331.9,1,69.28
1087-GRUYI,Male,38,Two year,Bank transfer (automatic),20.4,No,false,false,false,true,false,true,false,false,false,false,false,false,false,743.5,0,20.66
6557-BZXLQ,Male,16,Month-to-month,Electronic check,69.65,Fiber optic,false,false,true,false,false,true,false,false,false,false,false,false,false,1043.3,1,65.9
9734-UYXQI,Female,2,Month-to-month,Electronic check,49.4,DSL,true,true,false,false,false,true,true,false,false,false,false,false,false,106.55,1,60.55
5986-WWXDV,Male,39,One year,Bank transfer (automatic),19.35,No,false,false,false,false,true,true,false,false,false,false,false,false,false,779.2,0,27.28
5555-RNPGT,Male,10,Month-to-month,Credit card (automatic),24.8,No,false,false,false,false,true,true,true,false,false,false,false,false,false,223.9,0,42.36
7607-QKKTJ,Male,45,One year,Credit card (automatic),95,Fiber optic,true,false,false,true,true,true,true,false,true,true,false,false,true,4368.85,0,45.76
8051-HJRLT,Female,1,Month-to-month,Electronic check,70.55,Fiber optic,true,true,true,false,false,true,false,false,false,false,false,false,false,70.55,1,70.99
4223-BKEOR,Female,21,One year,Mailed check,64.85,DSL,false,false,false,false,true,true,false,true,false,true,false,false,true,1336.8,0,39.59
0248-IPDFW,Female,1,Month-to-month,Electronic check,50.1,DSL,true,false,false,false,false,true,true,false,false,false,false,false,false,50.1,1,61.74
2530-FMFXO,Male,56,Two year,Electronic check,103.2,Fiber optic,true,false,false,true,true,true,true,false,false,true,true,true,true,5873.75,0,38.61
8069-RHUXK,Female,67,Two year,Credit card (automatic),35.7,DSL,false,false,false,true,true,false,false,true,false,false,true,false,false,2545.7,0,21.01
2908-WGAXL,Female,56,Two year,Credit card (automatic),24.95,No,true,false,false,true,true,true,true,false,false,false,false,false,false,1468.9,0,20.66
0362-RAOQO,Female,40,Two year,Credit card (automatic),19.65,No,false,false,false,false,false,true,false,false,false,false,false,false,false,830.25,0,20.66
7470-MCQTK,Female,13,Month-to-month,Bank transfer (automatic),48.75,DSL,true,true,false,true,false,false,false,false,false,true,false,true,true,633.4,1,51.61
2027-FECZV,Male,12,Month-to-month,Electronic check,106.7,Fiber optic,true,true,false,false,false,true,true,false,true,true,false,true,true,1253.9,1,65.9
2972-YDYUW,Female,57,One year,Electronic check,94.7,Fiber optic,false,false,false,false,false,true,true,false,true,false,true,false,true,5468.95,0,48.53
3113-IWHLC,Male,5,Month-to-month,Mailed check,55.8,DSL,true,false,false,false,false,true,false,true,false,true,false,false,false,274.35,1,59.75
3211-ILJTT,Male,17,Month-to-month,Bank transfer (automatic),70.4,Fiber optic,true,true,false,true,false,true,false,false,false,false,false,false,false,1214.05,1,60.57
8739-XNIKG,Female,5,Month-to-month,Electronic check,84,Fiber optic,true,false,false,false,false,true,true,false,false,false,false,true,false,424.75,1,69.59
5067-WJEUN,Male,67,Two year,Bank transfer (automatic),54.2,DSL,true,false,false,true,true,true,false,true,true,false,false,false,false,3838.2,0,21.01
7649-PHJVR,Male,11,One year,Mailed check,19.5,No,false,false,false,false,false,true,false,false,false,false,false,false,false,226.8,0,27.42
6161-ERDGD,Male,71,One year,Electronic check,85.45,DSL,false,false,false,true,true,true,true,true,false,true,true,true,true,6300.85,0,37.85
3771-PZOBW,Male,20,Month-to-month,Credit card (automatic),90.7,Fiber optic,true,false,false,false,false,true,true,false,false,true,false,true,false,1781.35,1,57.99
7176-WIONM,Female,12,Month-to-month,Bank transfer (automatic),49.85,DSL,true,false,false,true,false,false,false,false,false,true,false,true,true,617.15,1,51.61
1089-HDMKP,Male,11,Month-to-month,Electronic check,54.55,DSL,true,false,true,false,true,true,false,false,true,false,true,false,false,601.25,1,53.12
4307-KWMXE,Male,10,Month-to-month,Electronic check,35.75,DSL,false,false,false,false,false,false,false,false,true,false,true,false,false,389.8,1,56.39
8314-DPQHL,Male,9,One year,Mailed check,50.8,DSL,false,false,false,false,false,false,false,true,false,true,true,false,true,463.6,0,49.86
5198-EFNBM,Male,57,One year,Electronic check,90.65,Fiber optic,true,false,true,true,false,true,false,false,true,true,false,true,false,5199.8,0,37.65
2230-XTUWL,Female,48,Two year,Mailed check,19.55,No,false,false,false,true,true,true,false,false,false,false,false,false,false,883.35,0,20.66
2143-LJULT,Female,67,Two year,Credit card (automatic),25.25,No,true,false,false,true,false,true,true,false,false,false,false,false,false,1733.15,0,20.66
1088-AUUZZ,Male,56,Two year,Credit card (automatic),75.85,DSL,true,false,false,true,true,true,true,true,true,false,true,false,true,4261.2,0,21.01
6476-EPYZR,Male,12,Month-to-month,Mailed check,20.5,No,false,false,false,true,true,true,false,false,false,false,false,false,false,255.5,0,41.25
9921-ZVRHG,Female,14,Month-to-month,Electronic check,80.45,Fiber optic,true,true,false,false,false,true,true,false,false,true,false,false,false,1072,1,65.9
9067-SQTNS,Male,44,One year,Bank transfer (automatic),20.6,No,false,false,false,true,true,true,false,false,false,false,false,false,false,926,0,27.28
1926-QUZNN,Female,72,Two year,Bank transfer (automatic),25.25,No,true,false,false,true,false,true,true,false,false,false,false,false,false,1841.2,0,20.66
4927-WWOOZ,Male,2,Month-to-month,Electronic check,91.45,Fiber optic,true,false,false,true,false,true,true,false,false,true,false,true,false,171.45,1,69.84
7055-JCGNI,Female,70,Two year,Credit card (automatic),111.95,Fiber optic,true,false,false,false,false,true,true,true,true,true,true,true,true,7795.95,0,35.04
5843-TTHGI,Female,18,Month-to-month,Mailed check,50,DSL,true,false,false,false,false,true,false,false,false,true,false,false,false,892.7,0,46.62
0380-ZCSBI,Male,10,Month-to-month,Credit card (automatic),20,No,false,false,false,false,false,true,false,false,false,false,false,false,false,198.7,0,42.36
0137-OCGAB,Female,1,Month-to-month,Mailed check,80.2,Fiber optic,true,true,false,false,false,true,true,false,true,false,false,false,false,80.2,1,70.69
3351-NQLDI,Female,67,One year,Credit card (automatic),94.35,Fiber optic,true,true,false,true,true,true,true,true,false,false,true,false,true,6341.45,0,43.53
0880-FVFWF,Male,56,Month-to-month,Electronic check,86.4,Fiber optic,true,false,false,false,false,true,true,true,true,false,false,false,false,4922.4,1,59.05
1143-NMNQJ,Female,2,Month-to-month,Electronic check,85.7,Fiber optic,true,true,false,false,false,true,true,false,false,false,false,false,true,169.8,1,69.84
5074-FBGHB,Male,64,One year,Credit card (automatic),104.65,Fiber optic,true,false,false,false,false,true,true,false,false,true,true,true,true,6889.8,0,43.69
0415-MOSGF,Female,1,Month-to-month,Mailed check,44.4,DSL,false,true,false,false,false,true,false,false,false,false,false,false,false,44.4,1,61.4
2323-ARSVR,Male,67,Two year,Electronic check,111.05,Fiber optic,true,false,false,true,false,true,false,true,true,true,true,true,true,7321.05,0,38.45
9086-YJYXS,Male,34,One year,Bank transfer (automatic),77.2,DSL,false,false,false,true,true,true,true,false,false,true,false,true,true,2753.8,0,37.44
8929-KSWIH,Male,25,Two year,Bank transfer (automatic),99.3,Fiber optic,false,false,false,false,false,true,false,false,false,true,true,true,true,2513.5,0,37.12
4860-YZGZM,Male,10,Month-to-month,Electronic check,20,No,false,false,false,false,false,true,false,false,false,false,false,false,false,185.4,0,43.85
0581-MDMPW,Female,24,Month-to-month,Credit card (automatic),88.95,Fiber optic,true,false,false,false,false,true,true,false,false,true,false,true,false,2072.75,1,57.25
3904-UKFRE,Male,4,Month-to-month,Electronic check,80.1,Fiber optic,true,false,false,false,false,true,true,true,false,false,false,false,false,336.15,1,69.04
0709-TVGUR,Female,9,Month-to-month,Electronic check,74.55,Fiber optic,true,true,true,false,false,true,true,false,false,false,false,false,false,622.9,1,67.41
8559-WNQZS,Male,1,Two year,Mailed check,20.45,No,false,false,false,false,false,true,false,false,false,false,false,false,false,20.45,0,29.71
7517-LDMPS,Female,12,Month-to-month,Electronic check,84.6,Fiber optic,true,false,false,false,false,true,false,false,true,false,false,false,true,1017.35,1,65.9
